nohup: ignoring input
original problem has 2000 variables (2000 bin, 0 int, 0 impl, 0 cont) and 5000 constraints
Initial obj of MIP: 200090.0
Instance: setcovering-196_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2275.0
Solving time:  600.001692


[array([200090.,  11659.,   8990.,   8985.,   8980.,   2373.,   2275.]), array([0.00000000e+00, 3.52437000e-01, 1.77995070e+01, 1.78728690e+01,
       1.78965780e+01, 1.79030690e+01, 4.87342764e+02])]
instance:  37
create a new SCIP model
The initial incumbent of setcovering-197_transformed is successfully added to MIP model
setcovering-197_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 197154.0
Instance: setcovering-197_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2165.0
Solving time:  600.002725


[array([197154.,  12253.,   8117.,   8107.,   8097.,   2274.,   2165.]), array([  0.      ,   0.345254,  15.119732,  15.190887,  15.215169,
        15.222122, 209.764913])]
instance:  38
create a new SCIP model
The initial incumbent of setcovering-198_transformed is successfully added to MIP model
setcovering-198_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 195673.0
Instance: setcovering-198_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2455.0
Solving time:  600.035976


[array([195673.,  12391.,   9387.,   9383.,   9381.,   2564.,   2455.]), array([0.00000000e+00, 3.60508000e-01, 2.08777240e+01, 2.09601390e+01,
       2.09855490e+01, 2.09926150e+01, 6.00009911e+02])]
instance:  39
create a new SCIP model
The initial incumbent of setcovering-199_transformed is successfully added to MIP model
setcovering-199_transformed
N of variables: 4000
N of binary vars: 4000
N of constraints: 10000
Initial obj of MIP: 195884.0
Instance: setcovering-199_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  2260.0
Solving time:  600.000423


[array([195884.,  12052.,   8889.,   8885.,   8878.,   2313.,   2280.,
         2260.]), array([  0.      ,   0.347707,  20.64205 ,  20.724234,  20.749807,
        20.756901, 301.713132, 324.073157])]
setcovering-small
rootsol
seed: 0
cpu
instance:  0
create a new SCIP model
The initial incumbent of setcovering-160_transformed is successfully added to MIP model
setcovering-160_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 11779.0
Instance: setcovering-160_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3451.0
Solving time:  600.000523


[array([11779.,  7884.,  5061.,  5007.,  4916.,  4890.,  4857.,  4826.,
        4665.,  4588.,  4319.,  4091.,  4017.,  3953.,  3923.,  3833.,
        3764.,  3559.,  3544.,  3542.,  3490.,  3451.]), array([0.00000000e+00, 9.76440000e-02, 1.00471000e-01, 1.72893670e+01,
       1.73605200e+01, 1.73669610e+01, 1.73794350e+01, 1.74068840e+01,
       1.74760820e+01, 1.74821030e+01, 1.75064300e+01, 1.78981180e+01,
       1.79128960e+01, 1.79186070e+01, 1.79364710e+01, 1.79441070e+01,
       1.79496230e+01, 6.62980140e+01, 2.29407071e+02, 2.44899927e+02,
       2.86534445e+02, 3.30010811e+02])]
instance:  1
create a new SCIP model
The initial incumbent of setcovering-161_transformed is successfully added to MIP model
setcovering-161_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 11127.0
Instance: setcovering-161_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3252.0
Solving time:  600.016881


[array([11127., 10198., 10197., 10196.,  6466.,  6427.,  6407.,  6347.,
        6265.,  6237.,  6192.,  6190.,  6125.,  6108.,  6013.,  5984.,
        5959.,  5850.,  5801.,  5781.,  5738.,  5697.,  5688.,  5676.,
        5604.,  5592.,  5529.,  5484.,  5425.,  5207.,  5121.,  5024.,
        5015.,  4985.,  4973.,  4902.,  4861.,  4709.,  4559.,  4550.,
        4500.,  4454.,  4196.,  4160.,  3790.,  3768.,  3749.,  3729.,
        3703.,  3617.,  3477.,  3314.,  3302.,  3290.,  3277.,  3272.,
        3252.]), array([0.00000000e+00, 9.93780000e-02, 4.11899400e+00, 4.13125200e+00,
       4.94205000e+00, 1.25046860e+01, 1.25724580e+01, 1.25792360e+01,
       1.26320790e+01, 1.26701340e+01, 1.26795340e+01, 1.27346400e+01,
       1.27515750e+01, 1.28036050e+01, 1.28212340e+01, 1.29941760e+01,
       1.30029190e+01, 1.31573320e+01, 1.32001010e+01, 1.32287860e+01,
       1.32388820e+01, 1.32469290e+01, 1.32636130e+01, 1.33840180e+01,
       1.33907630e+01, 1.34338380e+01, 1.34678170e+01, 1.34720990e+01,
       1.36069220e+01, 1.36829560e+01, 1.38638200e+01, 1.38683410e+01,
       1.38994490e+01, 1.39594430e+01, 1.41162780e+01, 1.41997600e+01,
       1.43550730e+01, 1.44291750e+01, 1.44585970e+01, 1.45264590e+01,
       1.47383710e+01, 1.47425220e+01, 1.47527420e+01, 1.47710160e+01,
       1.48245200e+01, 1.48304030e+01, 1.49641940e+01, 1.49766250e+01,
       1.49975950e+01, 1.50092010e+01, 1.50138870e+01, 1.20754798e+02,
       2.49067566e+02, 3.12412493e+02, 3.52412438e+02, 4.13921545e+02,
       4.70381228e+02])]
instance:  2
create a new SCIP model
The initial incumbent of setcovering-162_transformed is successfully added to MIP model
setcovering-162_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 12409.0
Instance: setcovering-162_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3580.0
Solving time:  600.000311


[array([12409., 11143.,  7180.,  3617.,  3584.,  3580.]), array([0.00000000e+00, 1.02680000e-01, 5.24596500e+00, 1.62426167e+02,
       2.76141651e+02, 2.76151475e+02])]
instance:  3
create a new SCIP model
The initial incumbent of setcovering-163_transformed is successfully added to MIP model
setcovering-163_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 10932.0
Instance: setcovering-163_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3094.0
Solving time:  600.000527


[array([10932.        , 10372.        ,  6629.        ,  6591.        ,
        6509.99999428,  6483.        ,  6390.        ,  6372.        ,
        6327.        ,  6270.        ,  6243.        ,  6236.        ,
        6148.        ,  6072.        ,  6059.        ,  5989.        ,
        5947.        ,  5934.        ,  5872.        ,  5795.        ,
        5788.        ,  5725.        ,  5701.        ,  5641.        ,
        5583.        ,  5513.        ,  5511.        ,  5473.        ,
        5360.        ,  5333.        ,  5287.        ,  5246.        ,
        5214.        ,  5207.        ,  5200.        ,  5186.        ,
        5113.        ,  5100.        ,  5041.        ,  5012.        ,
        5002.        ,  4912.        ,  4867.        ,  4850.        ,
        4840.        ,  4824.        ,  4614.        ,  4612.        ,
        4493.        ,  4489.        ,  4464.        ,  4341.        ,
        4317.        ,  4294.        ,  4242.        ,  4179.        ,
        4046.        ,  3848.        ,  3757.        ,  3675.        ,
        3313.        ,  3169.        ,  3131.        ,  3105.        ,
        3103.        ,  3094.        ]), array([0.00000000e+00, 1.03344000e-01, 4.74922200e+00, 1.39094520e+01,
       1.40275440e+01, 1.40667460e+01, 1.43271100e+01, 1.43417090e+01,
       1.43503870e+01, 1.47611800e+01, 1.48470550e+01, 1.48525570e+01,
       1.49582770e+01, 1.49697710e+01, 1.52051080e+01, 1.52109030e+01,
       1.53010980e+01, 1.53250820e+01, 1.53334800e+01, 1.53638220e+01,
       1.54348190e+01, 1.54426040e+01, 1.54478550e+01, 1.56439200e+01,
       1.56910720e+01, 1.58049130e+01, 1.58321190e+01, 1.62395410e+01,
       1.63091880e+01, 1.63139480e+01, 1.65385220e+01, 1.65652440e+01,
       1.65744500e+01, 1.65954990e+01, 1.66662170e+01, 1.67370470e+01,
       1.68069470e+01, 1.68295110e+01, 1.68701110e+01, 1.68839500e+01,
       1.69416720e+01, 1.69608130e+01, 1.70223030e+01, 1.70304610e+01,
       1.71123050e+01, 1.71610530e+01, 1.72167350e+01, 1.72379290e+01,
       1.72523470e+01, 1.73586970e+01, 1.73644980e+01, 1.73718590e+01,
       1.74350840e+01, 1.75171800e+01, 1.75355600e+01, 1.75606470e+01,
       1.75710670e+01, 1.76052670e+01, 1.76160290e+01, 1.76492370e+01,
       1.76537710e+01, 1.09524188e+02, 2.71591563e+02, 2.90089652e+02,
       2.90218060e+02, 3.47931754e+02])]
instance:  4
create a new SCIP model
The initial incumbent of setcovering-164_transformed is successfully added to MIP model
setcovering-164_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 11309.0
Instance: setcovering-164_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3334.0
Solving time:  600.000246


[array([11309.,  3595.,  3581.,  3348.,  3343.,  3338.,  3334.]), array([0.00000000e+00, 1.02068000e-01, 1.59466450e+01, 7.96144370e+01,
       2.80200366e+02, 2.83055619e+02, 3.21362018e+02])]
instance:  5
create a new SCIP model
The initial incumbent of setcovering-165_transformed is successfully added to MIP model
setcovering-165_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 9867.0
Instance: setcovering-165_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3000.0
Solving time:  600.001062


[array([9867., 3169., 3081., 3066., 3020., 3000.]), array([0.00000000e+00, 9.74030000e-02, 1.42444027e+02, 2.57220873e+02,
       2.95835073e+02, 3.34731078e+02])]
instance:  6
create a new SCIP model
The initial incumbent of setcovering-166_transformed is successfully added to MIP model
setcovering-166_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 11587.0
Instance: setcovering-166_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3407.0
Solving time:  600.000807


[array([11587., 10683.,  7233.,  7201.,  7176.,  7132.,  7107.,  7105.,
        7083.,  7023.,  6987.,  6867.,  6808.,  6795.,  6752.,  6707.,
        6616.,  6584.,  6583.,  6506.,  6490.,  6458.,  6346.,  6332.,
        6265.,  6239.,  6237.,  6115.,  6047.,  6041.,  6018.,  5957.,
        5946.,  5881.,  5863.,  5792.,  5733.,  5691.,  5659.,  5656.,
        5555.,  5543.,  5516.,  5492.,  5424.,  5389.,  5368.,  5338.,
        5337.,  5285.,  5257.,  5218.,  5079.,  5051.,  5049.,  5033.,
        4997.,  4947.,  4927.,  4919.,  4907.,  4904.,  4844.,  4812.,
        4793.,  4706.,  4587.,  4549.,  4297.,  4184.,  3944.,  3793.,
        3649.,  3590.,  3574.,  3525.,  3488.,  3487.,  3480.,  3472.,
        3469.,  3468.,  3463.,  3458.,  3440.,  3439.,  3437.,  3434.,
        3432.,  3414.,  3407.]), array([0.00000000e+00, 9.58900000e-02, 6.09588700e+00, 1.32197690e+01,
       1.32277430e+01, 1.32336210e+01, 1.32478940e+01, 1.32794790e+01,
       1.33125040e+01, 1.33183460e+01, 1.33571990e+01, 1.33631590e+01,
       1.34737440e+01, 1.35271660e+01, 1.35878750e+01, 1.43485170e+01,
       1.43622190e+01, 1.45411980e+01, 1.45465380e+01, 1.48209230e+01,
       1.50303250e+01, 1.50353470e+01, 1.50970930e+01, 1.52713260e+01,
       1.52900010e+01, 1.54429200e+01, 1.55442890e+01, 1.56969530e+01,
       1.57038920e+01, 1.57639290e+01, 1.57804310e+01, 1.59492800e+01,
       1.59980610e+01, 1.60235570e+01, 1.60287020e+01, 1.61076490e+01,
       1.62853900e+01, 1.63088720e+01, 1.63265170e+01, 1.64379600e+01,
       1.65010360e+01, 1.65256680e+01, 1.65469850e+01, 1.65796330e+01,
       1.66014930e+01, 1.66085740e+01, 1.66312340e+01, 1.66357970e+01,
       1.66920240e+01, 1.67082600e+01, 1.67176480e+01, 1.67264330e+01,
       1.67389010e+01, 1.67479160e+01, 1.68730440e+01, 1.68788930e+01,
       1.68947520e+01, 1.69037720e+01, 1.69248320e+01, 1.69656900e+01,
       1.69791960e+01, 1.69864850e+01, 1.69904040e+01, 1.69955920e+01,
       1.70428710e+01, 1.70609840e+01, 1.70808420e+01, 1.70958970e+01,
       1.71158270e+01, 1.71672770e+01, 1.72067030e+01, 1.72264120e+01,
       1.72891750e+01, 1.72927950e+01, 1.72967020e+01, 8.52863810e+01,
       2.17150113e+02, 2.50363973e+02, 2.58305402e+02, 2.58356796e+02,
       2.59115472e+02, 2.59887470e+02, 2.59889537e+02, 2.60179854e+02,
       2.60181861e+02, 2.88058611e+02, 2.88166150e+02, 3.24189924e+02,
       3.41345800e+02, 3.41372493e+02, 3.82484022e+02])]
instance:  7
create a new SCIP model
The initial incumbent of setcovering-167_transformed is successfully added to MIP model
setcovering-167_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 13987.0
Instance: setcovering-167_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3763.0
Solving time:  600.000253


[array([13987.,  8152.,  4810.,  4337.,  4185.,  4105.,  4087.,  3921.,
        3827.,  3770.,  3763.]), array([0.00000000e+00, 1.02775000e-01, 1.05745000e-01, 2.17169220e+01,
       2.17800940e+01, 2.18861980e+01, 2.18929540e+01, 2.19013590e+01,
       1.87636834e+02, 4.66965188e+02, 5.50255883e+02])]
instance:  8
create a new SCIP model
The initial incumbent of setcovering-168_transformed is successfully added to MIP model
setcovering-168_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 11078.0
Instance: setcovering-168_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3145.0
Solving time:  600.001071


[array([11078.,  8270.,  5032.,  5002.,  4962.,  4918.,  4879.,  4747.,
        4745.,  4690.,  4678.,  4598.,  4510.,  4434.,  4429.,  4402.,
        4382.,  4380.,  4186.,  4152.,  3861.,  3834.,  3821.,  3687.,
        3391.,  3246.,  3236.,  3235.,  3232.,  3229.,  3207.,  3170.,
        3159.,  3155.,  3150.,  3145.]), array([0.00000000e+00, 9.68130000e-02, 9.93990000e-02, 1.47082450e+01,
       1.47135920e+01, 1.47272150e+01, 1.47320500e+01, 1.48752990e+01,
       1.50264900e+01, 1.50874120e+01, 1.51148780e+01, 1.51250720e+01,
       1.51997150e+01, 1.53136150e+01, 1.53630390e+01, 1.53819190e+01,
       1.54003020e+01, 1.54187850e+01, 1.55427770e+01, 1.55748790e+01,
       1.56078080e+01, 1.56125970e+01, 1.57351240e+01, 1.57390970e+01,
       1.57464240e+01, 6.45024540e+01, 1.51722833e+02, 1.51742066e+02,
       1.51962339e+02, 1.51964408e+02, 2.43430038e+02, 2.87784435e+02,
       2.87864967e+02, 3.12763528e+02, 3.57456101e+02, 4.04567177e+02])]
instance:  9
create a new SCIP model
The initial incumbent of setcovering-169_transformed is successfully added to MIP model
setcovering-169_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 13005.0
Instance: setcovering-169_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3503.0
Solving time:  600.000236


[array([13005., 10479.,  7759.,  7752.,  7667.,  7615.,  7542.,  7520.,
        7471.,  7449.,  7358.,  7351.,  7301.,  7278.,  7248.,  7224.,
        7179.,  7089.,  7088.,  7074.,  7021.,  7012.,  6972.,  6965.,
        6964.,  6933.,  6928.,  6906.,  6786.,  6770.,  6732.,  6712.,
        6650.,  6646.,  6602.,  6525.,  6480.,  6478.,  6440.,  6360.,
        6353.,  6196.,  6129.,  6107.,  6065.,  5952.,  5925.,  5876.,
        5859.,  5843.,  5828.,  5822.,  5542.,  5518.,  5471.,  5445.,
        5409.,  5404.,  5142.,  5064.,  5039.,  5023.,  5015.,  4990.,
        4855.,  4806.,  4786.,  4701.,  4623.,  4483.,  4479.,  4466.,
        4335.,  4247.,  4202.,  3969.,  3789.,  3784.,  3767.,  3748.,
        3627.,  3525.,  3503.]), array([0.00000000e+00, 1.01278000e-01, 5.74957900e+00, 1.41235600e+01,
       1.41920760e+01, 1.42074990e+01, 1.43473770e+01, 1.43742010e+01,
       1.47433950e+01, 1.47555890e+01, 1.52950740e+01, 1.53385570e+01,
       1.53568300e+01, 1.53622620e+01, 1.54246980e+01, 1.54313190e+01,
       1.54895580e+01, 1.54938800e+01, 1.57173460e+01, 1.58380980e+01,
       1.58438780e+01, 1.59798510e+01, 1.59859690e+01, 1.60533270e+01,
       1.60651700e+01, 1.61129170e+01, 1.62131940e+01, 1.62189380e+01,
       1.62253300e+01, 1.62543660e+01, 1.64025610e+01, 1.66039410e+01,
       1.66101780e+01, 1.66160070e+01, 1.66362090e+01, 1.67308040e+01,
       1.67382890e+01, 1.67519560e+01, 1.67745570e+01, 1.67806440e+01,
       1.69392260e+01, 1.69539520e+01, 1.69586940e+01, 1.70265670e+01,
       1.70932760e+01, 1.71072530e+01, 1.71123400e+01, 1.71340810e+01,
       1.71393190e+01, 1.71452670e+01, 1.71978130e+01, 1.74776810e+01,
       1.77633410e+01, 1.77770410e+01, 1.77822300e+01, 1.77882580e+01,
       1.79165270e+01, 1.79864360e+01, 1.80079450e+01, 1.80144950e+01,
       1.80308280e+01, 1.80434140e+01, 1.80725330e+01, 1.80764910e+01,
       1.81678060e+01, 1.81720920e+01, 1.82152900e+01, 1.82971600e+01,
       1.83185780e+01, 1.83468190e+01, 1.83971540e+01, 1.84143260e+01,
       1.84231230e+01, 1.84385600e+01, 1.84439660e+01, 1.84596300e+01,
       1.84645710e+01, 1.84723480e+01, 1.84781510e+01, 1.84832040e+01,
       3.53283557e+02, 4.71957537e+02, 5.14750889e+02])]
instance:  10
create a new SCIP model
The initial incumbent of setcovering-170_transformed is successfully added to MIP model
setcovering-170_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 11216.0
Instance: setcovering-170_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3242.0
Solving time:  600.000331


[array([11216.,  3522.,  3482.,  3354.,  3332.,  3323.,  3251.,  3242.]), array([0.00000000e+00, 1.00504000e-01, 1.59287050e+01, 5.96719220e+01,
       2.27024958e+02, 2.70192234e+02, 3.08069949e+02, 3.51640491e+02])]
instance:  11
create a new SCIP model
The initial incumbent of setcovering-171_transformed is successfully added to MIP model
setcovering-171_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 12725.0
Instance: setcovering-171_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3605.9999999999995
Solving time:  600.000158


[array([12725., 11171., 11111.,  7276.,  3685.,  3678.,  3672.,  3659.,
        3655.,  3642.,  3629.,  3624.,  3622.,  3619.,  3612.,  3610.,
        3606.]), array([0.00000000e+00, 9.98210000e-02, 1.02634000e-01, 6.77317100e+00,
       1.22331098e+02, 2.04995723e+02, 2.71898774e+02, 2.71901083e+02,
       2.72186469e+02, 2.72188724e+02, 2.86066183e+02, 2.86630224e+02,
       2.87245037e+02, 2.87675498e+02, 2.88484676e+02, 4.14597618e+02,
       4.86589573e+02])]
instance:  12
create a new SCIP model
The initial incumbent of setcovering-172_transformed is successfully added to MIP model
setcovering-172_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 9650.0
Instance: setcovering-172_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3047.0
Solving time:  600.000786


[array([9650., 3199., 3178., 3108., 3103., 3102., 3048., 3047.]), array([0.00000000e+00, 1.07608000e-01, 1.25913540e+01, 6.57264700e+01,
       2.00941875e+02, 2.17067061e+02, 2.72085481e+02, 2.72164375e+02])]
instance:  13
create a new SCIP model
The initial incumbent of setcovering-173_transformed is successfully added to MIP model
setcovering-173_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 13245.0
Instance: setcovering-173_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3700.0
Solving time:  600.002361


[array([13245., 11021., 11001.,  7502.,  7474.,  7435.,  7426.,  7402.,
        7381.,  7348.,  7289.,  7260.,  7154.,  7094.,  7079.,  7067.,
        7057.,  6997.,  6966.,  6914.,  6851.,  6791.,  6759.,  6703.,
        6640.,  6603.,  6594.,  6557.,  6515.,  6494.,  6437.,  6386.,
        6230.,  6129.,  6096.,  6075.,  6072.,  6040.,  6031.,  5968.,
        5937.,  5772.,  5723.,  5704.,  5633.,  5612.,  5586.,  5535.,
        5431.,  5415.,  5171.,  5135.,  5134.,  5121.,  5053.,  4971.,
        4775.,  4725.,  4275.,  4191.,  4150.,  4142.,  4108.,  4044.,
        3906.,  3796.,  3738.,  3700.]), array([0.00000000e+00, 1.05916000e-01, 1.08907000e-01, 7.56582200e+00,
       1.82933000e+01, 1.83933350e+01, 1.84576340e+01, 1.86643310e+01,
       1.88837840e+01, 1.88920410e+01, 1.90017700e+01, 1.90067220e+01,
       1.90514740e+01, 1.90702710e+01, 1.91112010e+01, 1.91819900e+01,
       1.92326650e+01, 1.92829740e+01, 1.93005490e+01, 1.93545610e+01,
       1.93608930e+01, 1.94471780e+01, 1.94535820e+01, 1.94602810e+01,
       1.96694090e+01, 1.97808970e+01, 1.97905360e+01, 1.98959430e+01,
       1.99589550e+01, 2.00004700e+01, 2.00375460e+01, 2.00626620e+01,
       2.01817920e+01, 2.02083730e+01, 2.02659890e+01, 2.02765480e+01,
       2.03321010e+01, 2.03392630e+01, 2.04481710e+01, 2.04756360e+01,
       2.05310550e+01, 2.06205120e+01, 2.06825360e+01, 2.06922060e+01,
       2.07771250e+01, 2.08177870e+01, 2.08219800e+01, 2.08977960e+01,
       2.09244670e+01, 2.09369470e+01, 2.09765020e+01, 2.11261140e+01,
       2.11613860e+01, 2.11657280e+01, 2.11867460e+01, 2.12539190e+01,
       2.13046560e+01, 2.13822350e+01, 2.14037400e+01, 2.14150960e+01,
       2.14431440e+01, 2.14573110e+01, 2.14734230e+01, 2.14836430e+01,
       2.16513740e+01, 2.16569480e+01, 1.49811140e+02, 4.38630359e+02])]
instance:  14
create a new SCIP model
The initial incumbent of setcovering-174_transformed is successfully added to MIP model
setcovering-174_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 13628.0
Instance: setcovering-174_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3668.0
Solving time:  600.004431


[array([13628., 11361., 11276.,  8015.,  3753.,  3682.,  3668.]), array([0.00000000e+00, 1.00853000e-01, 1.04026000e-01, 7.27163500e+00,
       1.36777175e+02, 4.97855831e+02, 4.97862722e+02])]
instance:  15
create a new SCIP model
The initial incumbent of setcovering-175_transformed is successfully added to MIP model
setcovering-175_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 12904.0
Instance: setcovering-175_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3648.0
Solving time:  600.001953


[array([12904., 12269., 12205.,  7671.,  3761.,  3743.,  3703.,  3669.,
        3657.,  3648.]), array([0.00000000e+00, 1.07338000e-01, 1.10417000e-01, 7.16933700e+00,
       1.15709840e+02, 1.95600568e+02, 3.88220374e+02, 4.15404179e+02,
       4.15708477e+02, 4.60530160e+02])]
instance:  16
create a new SCIP model
The initial incumbent of setcovering-176_transformed is successfully added to MIP model
setcovering-176_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 12882.0
Instance: setcovering-176_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3626.0
Solving time:  600.000518


[array([12882., 11223.,  7735.,  7701.,  7674.,  7617.,  7491.,  7384.,
        7382.,  7337.,  7291.,  7273.,  7212.,  7174.,  7137.,  7097.,
        7026.,  6990.,  6976.,  6739.,  6680.,  6636.,  6623.,  6590.,
        6530.,  6519.,  6412.,  6405.,  6334.,  6324.,  6225.,  6197.,
        6177.,  6135.,  6126.,  6117.,  6055.,  6031.,  5978.,  5933.,
        5892.,  5810.,  5713.,  5621.,  5615.,  5606.,  5579.,  5434.,
        5383.,  5358.,  5342.,  5291.,  5031.,  4994.,  4531.,  4474.,
        3851.,  3707.,  3644.,  3641.,  3626.]), array([0.00000000e+00, 9.88990000e-02, 4.74996500e+00, 1.38901470e+01,
       1.39003270e+01, 1.39597920e+01, 1.42266680e+01, 1.43212860e+01,
       1.43739800e+01, 1.43835930e+01, 1.43882790e+01, 1.44766920e+01,
       1.44810320e+01, 1.46299400e+01, 1.46341090e+01, 1.49947270e+01,
       1.50601180e+01, 1.50649630e+01, 1.54312990e+01, 1.54706920e+01,
       1.54861380e+01, 1.55342720e+01, 1.55583900e+01, 1.55847580e+01,
       1.56235450e+01, 1.56364970e+01, 1.57322870e+01, 1.57389850e+01,
       1.58342290e+01, 1.58485100e+01, 1.58528050e+01, 1.58598680e+01,
       1.61836140e+01, 1.62960140e+01, 1.63059230e+01, 1.64033090e+01,
       1.64154110e+01, 1.64611650e+01, 1.65689690e+01, 1.66096170e+01,
       1.66186590e+01, 1.68694990e+01, 1.69590590e+01, 1.69651490e+01,
       1.69696510e+01, 1.69757020e+01, 1.69976820e+01, 1.70105840e+01,
       1.70160130e+01, 1.74790790e+01, 1.75034380e+01, 1.75104820e+01,
       1.75470320e+01, 1.76814420e+01, 1.77359750e+01, 1.78078450e+01,
       1.79157600e+01, 1.56015761e+02, 3.60466755e+02, 3.60480578e+02,
       4.69739355e+02])]
instance:  17
create a new SCIP model
The initial incumbent of setcovering-177_transformed is successfully added to MIP model
setcovering-177_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 13571.0
Instance: setcovering-177_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3551.0
Solving time:  600.00143


[array([13571., 12189.,  7924.,  3670.,  3658.,  3655.,  3563.,  3558.,
        3552.,  3551.]), array([0.00000000e+00, 1.00037000e-01, 7.88319700e+00, 1.20681967e+02,
       2.53050788e+02, 2.53060732e+02, 2.88372672e+02, 2.93339944e+02,
       3.64222522e+02, 3.64266978e+02])]
instance:  18
create a new SCIP model
The initial incumbent of setcovering-178_transformed is successfully added to MIP model
setcovering-178_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 13370.0
Instance: setcovering-178_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3742.0
Solving time:  600.00039


[array([13370., 12226., 12225., 12224.,  4434.,  3903.,  3806.,  3744.,
        3742.]), array([0.00000000e+00, 1.02905000e-01, 6.38176800e+00, 6.39685500e+00,
       6.39948100e+00, 1.22038077e+02, 3.58536662e+02, 4.44788451e+02,
       4.44963076e+02])]
instance:  19
create a new SCIP model
The initial incumbent of setcovering-179_transformed is successfully added to MIP model
setcovering-179_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 11139.0
Instance: setcovering-179_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3176.0
Solving time:  600.000901


[array([11139., 10245., 10230., 10229., 10228.,  3820.,  3655.,  3613.,
        3590.,  3437.,  3356.,  3197.,  3176.]), array([0.0000000e+00, 9.6481000e-02, 9.9039000e-02, 3.2145230e+00,
       3.2274640e+00, 3.2296500e+00, 1.3768634e+01, 1.3815182e+01,
       1.3822320e+01, 1.3826942e+01, 1.3832645e+01, 1.0616880e+02,
       1.9924379e+02])]
instance:  20
create a new SCIP model
The initial incumbent of setcovering-180_transformed is successfully added to MIP model
setcovering-180_transformed
N of variables: 2000
N of binary vars: 2000
N of constraints: 5000
Initial obj of MIP: 11785.999997445331
Instance: setcovering-180_transformed
Status of SCIP_baseline:  timelimit
Best obj of SCIP_baseline:  3401.0
Solving time:  600.000486


[array([11785.99999745, 11269.        , 11267.        , 11266.        ,
